Order_ID,Date,Branch,Product,Category,Aggregator,Order_Type,Quantity,Gross_Sales,Discount,Commission,Net_Sales
CB-2742,2026-08-09,Deira,Chole Bhature,Mains,Talabat,Delivery,1,24,0.0,6.0,18.0
CB-2743,2026-08-09,Deira,Masala Chai,Beverages,Direct,Dine-in,4,32,0.0,0.0,32.0
CB-2744,2026-08-10,Muweilah,Pani Puri,Chaat,Talabat,Delivery,1,12,0.0,3.0,9.0
CB-2745,2026-08-10,JVC,Pani Puri,Chaat,Careem,Delivery,1,12,0.0,2.64,9.36
CB-2746,2026-08-10,JVC,Vada Pav,Snacks,Talabat,Delivery,1,10,0.0,2.5,7.5
CB-2747,2026-08-10,JVC,Masala Chai,Beverages,Direct,Dine-in,2,16,0.0,0.0,16.0
CB-2748,2026-08-10,JVC,Masala Chai,Beverages,Talabat,Delivery,4,32,0.0,8.0,24.0
CB-2749,2026-08-10,Barsha,Masala Dosa,Mains,Direct,Dine-in,4,80,0.0,0.0,80.0
CB-2750,2026-08-10,Deira,Paneer Tikka,Mains,Noon,Delivery,6,168,8.4,31.92,127.68
CB-2751,2026-08-10,Deira,Paneer Tikka,Mains,Careem,Delivery,1,28,0.0,6.16,21.84
CB-2752,2026-08-11,Karama,Vada Pav,Snacks,Talabat,Delivery,4,40,0.0,10.0,30.0
CB-2753,2026-08-11,Karama,Masala Dosa,Mains,Careem,Delivery,2,40,0.0,8.8,31.2
CB-2754,2026-08-11,Karama,Vada Pav,Snacks,Direct,Takeaway,5,50,0.0,0.0,50.0
CB-2755,2026-08-11,Karama,Pani Puri,Chaat,Careem,Delivery,6,72,0.0,15.84,56.16
CB-2756,2026-08-11,Karama,Sev Puri,Chaat,Direct,Dine-in,5,65,0.0,0.0,65.0
CB-2757,2026-08-11,Karama,Pav Bhaji,Mains,Direct,Takeaway,2,44,0.0,0.0,44.0
CB-2758,2026-08-11,Muweilah,Vada Pav,Snacks,Direct,Dine-in,2,20,0.0,0.0,20.0
CB-2759,2026-08-11,Barsha,Gulab Jamun,Desserts,Careem,Delivery,6,60,0.0,13.2,46.8
CB-2760,2026-08-11,Barsha,Mango Lassi,Beverages,Direct,Takeaway,5,60,0.0,0.0,60.0
CB-2761,2026-08-11,Barsha,Paneer Tikka,Mains,Talabat,Delivery,3,84,0.0,21.0,63.0
CB-2762,2026-08-11,Deira,Dahi Puri,Chaat,Talabat,Delivery,4,56,0.0,14.0,42.0
CB-2763,2026-08-11,Deira,Paneer Tikka,Mains,Direct,Takeaway,2,56,0.0,0.0,56.0
CB-2764,2026-08-11,Deira,Masala Chai,Beverages,Direct,Takeaway,3,24,0.0,0.0,24.0
CB-2765,2026-08-12,Karama,Pav Bhaji,Mains,Careem,Delivery,6,132,0.0,29.04,102.96
CB-2766,2026-08-12,Karama,Dahi Puri,Chaat,Careem,Delivery,4,56,5.6,11.09,39.31
CB-2767,2026-08-12,Karama,Falooda,Desserts,Careem,Delivery,1,16,0.0,3.52,12.48
CB-2768,2026-08-12,Karama,Mango Lassi,Beverages,Noon,Delivery,2,24,0.0,4.8,19.2
CB-2769,2026-08-12,Karama,Chole Bhature,Mains,Direct,Takeaway,5,120,0.0,0.0,120.0
CB-2770,2026-08-12,JVC,Paneer Tikka,Mains,Talabat,Delivery,3,84,0.0,21.0,63.0
CB-2771,2026-08-12,Deira,Dahi Puri,Chaat,Direct,Dine-in,3,42,4.2,0.0,37.8
CB-2772,2026-08-13,Karama,Gulab Jamun,Desserts,Careem,Delivery,2,20,3.0,3.74,13.26
CB-2773,2026-08-13,Karama,Pani Puri,Chaat,Direct,Takeaway,1,12,1.8,0.0,10.2
CB-2774,2026-08-13,Muweilah,Samosa Chaat,Chaat,Talabat,Delivery,1,15,0.0,3.75,11.25
CB-2775,2026-08-13,Muweilah,Pani Puri,Chaat,Talabat,Delivery,5,60,0.0,15.0,45.0
CB-2776,2026-08-13,JVC,Gulab Jamun,Desserts,Talabat,Delivery,4,40,0.0,10.0,30.0
CB-2777,2026-08-14,Karama,Pav Bhaji,Mains,Talabat,Delivery,1,22,0.0,5.5,16.5
CB-2778,2026-08-14,Muweilah,Aloo Tikki Chaat,Chaat,Talabat,Delivery,2,32,0.0,8.0,24.0
CB-2779,2026-08-14,Muweilah,Gulab Jamun,Desserts,Careem,Delivery,1,10,1.5,1.87,6.63
CB-2780,2026-08-14,JVC,Bhel Puri,Chaat,Talabat,Delivery,2,24,0.0,6.0,18.0
CB-2781,2026-08-14,JVC,Aloo Tikki Chaat,Chaat,Careem,Delivery,1,16,0.0,3.52,12.48
CB-2782,2026-08-14,Barsha,Dahi Puri,Chaat,Careem,Delivery,1,14,0.0,3.08,10.92
CB-2783,2026-08-14,Barsha,Masala Dosa,Mains,Talabat,Delivery,3,60,0.0,15.0,45.0
CB-2784,2026-08-14,Barsha,Falooda,Desserts,Talabat,Delivery,4,64,0.0,16.0,48.0
CB-2785,2026-08-14,Deira,Masala Chai,Beverages,Talabat,Delivery,1,8,0.0,2.0,6.0
CB-2786,2026-08-14,Deira,Sev Puri,Chaat,Talabat,Delivery,3,39,1.95,9.26,27.79
CB-2787,2026-08-15,Karama,Vada Pav,Snacks,Talabat,Delivery,6,60,0.0,15.0,45.0
CB-2788,2026-08-15,Karama,Aloo Tikki Chaat,Chaat,Direct,Takeaway,1,16,0.0,0.0,16.0
CB-2789,2026-08-15,Karama,Samosa Chaat,Chaat,Direct,Takeaway,5,75,0.0,0.0,75.0
CB-2790,2026-08-15,Karama,Bhel Puri,Chaat,Talabat,Delivery,3,36,0.0,9.0,27.0
CB-2791,2026-08-15,Karama,Gulab Jamun,Desserts,Direct,Dine-in,2,20,0.0,0.0,20.0
CB-2792,2026-08-15,Karama,Mango Lassi,Beverages,Careem,Delivery,4,48,4.8,9.5,33.7
CB-2793,2026-08-15,Karama,Gulab Jamun,Desserts,Talabat,Delivery,1,10,0.5,2.38,7.12
CB-2794,2026-08-15,Karama,Paneer Tikka,Mains,Direct,Dine-in,3,84,0.0,0.0,84.0
CB-2795,2026-08-15,Muweilah,Falooda,Desserts,Noon,Delivery,4,64,0.0,12.8,51.2
CB-2796,2026-08-15,Muweilah,Paneer Tikka,Mains,Careem,Delivery,4,112,0.0,24.64,87.36
CB-2797,2026-08-15,Barsha,Aloo Tikki Chaat,Chaat,Careem,Delivery,3,48,0.0,10.56,37.44
CB-2798,2026-08-15,Barsha,Sev Puri,Chaat,Noon,Delivery,3,39,5.85,6.63,26.52
CB-2799,2026-08-15,Barsha,Masala Dosa,Mains,Careem,Delivery,4,80,0.0,17.6,62.4
CB-2800,2026-08-15,Deira,Mango Lassi,Beverages,Direct,Dine-in,3,36,0.0,0.0,36.0
CB-2801,2026-08-16,Karama,Chole Bhature,Mains,Direct,Dine-in,3,72,7.2,0.0,64.8
CB-2802,2026-08-16,Karama,Masala Chai,Beverages,Talabat,Delivery,1,8,0.8,1.8,5.4
CB-2803,2026-08-16,Karama,Sev Puri,Chaat,Noon,Delivery,5,65,6.5,11.7,46.8
CB-2804,2026-08-16,Karama,Pav Bhaji,Mains,Direct,Takeaway,3,66,0.0,0.0,66.0
CB-2805,2026-08-16,Karama,Mango Lassi,Beverages,Noon,Delivery,6,72,0.0,14.4,57.6
CB-2806,2026-08-16,Muweilah,Pav Bhaji,Mains,Careem,Delivery,2,44,2.2,9.2,32.6
CB-2807,2026-08-16,Muweilah,Masala Chai,Beverages,Direct,Takeaway,5,40,0.0,0.0,40.0
CB-2808,2026-08-16,Muweilah,Pav Bhaji,Mains,Careem,Delivery,3,66,0.0,14.52,51.48
CB-2809,2026-08-16,Muweilah,Masala Chai,Beverages,Direct,Takeaway,1,8,0.4,0.0,7.6
CB-2810,2026-08-16,Muweilah,Pani Puri,Chaat,Careem,Delivery,3,36,0.0,7.92,28.08
CB-2811,2026-08-16,JVC,Paneer Tikka,Mains,Talabat,Delivery,5,140,0.0,35.0,105.0
CB-2812,2026-08-16,Deira,Pani Puri,Chaat,Direct,Dine-in,3,36,3.6,0.0,32.4
CB-2813,2026-08-16,Deira,Dahi Puri,Chaat,Direct,Takeaway,1,14,0.0,0.0,14.0
CB-2814,2026-08-17,Karama,Vada Pav,Snacks,Talabat,Delivery,2,20,0.0,5.0,15.0
CB-2815,2026-08-17,Karama,Gulab Jamun,Desserts,Careem,Delivery,2,20,3.0,3.74,13.26
CB-2816,2026-08-17,Karama,Masala Chai,Beverages,Talabat,Delivery,5,40,0.0,10.0,30.0
CB-2817,2026-08-17,Muweilah,Pav Bhaji,Mains,Noon,Delivery,3,66,3.3,12.54,50.16
CB-2818,2026-08-17,Muweilah,Samosa Chaat,Chaat,Talabat,Delivery,6,90,0.0,22.5,67.5
CB-2819,2026-08-17,Muweilah,Pani Puri,Chaat,Careem,Delivery,3,36,0.0,7.92,28.08
CB-2820,2026-08-17,Muweilah,Bhel Puri,Chaat,Direct,Takeaway,5,60,0.0,0.0,60.0
CB-2821,2026-08-17,Muweilah,Dahi Puri,Chaat,Direct,Takeaway,1,14,0.0,0.0,14.0
CB-2822,2026-08-17,JVC,Masala Chai,Beverages,Careem,Delivery,2,16,0.8,3.34,11.86
CB-2823,2026-08-18,Karama,Samosa Chaat,Chaat,Careem,Delivery,4,60,0.0,13.2,46.8
CB-2824,2026-08-18,Karama,Pani Puri,Chaat,Direct,Dine-in,4,48,7.2,0.0,40.8
CB-2825,2026-08-18,Karama,Pani Puri,Chaat,Talabat,Delivery,5,60,0.0,15.0,45.0
CB-2826,2026-08-18,Muweilah,Masala Dosa,Mains,Direct,Dine-in,6,120,0.0,0.0,120.0
CB-2827,2026-08-18,JVC,Masala Chai,Beverages,Noon,Delivery,5,40,0.0,8.0,32.0
CB-2828,2026-08-18,JVC,Mango Lassi,Beverages,Talabat,Delivery,1,12,0.0,3.0,9.0
CB-2829,2026-08-18,Barsha,Masala Chai,Beverages,Careem,Delivery,3,24,2.4,4.75,16.85
CB-2830,2026-08-18,Barsha,Dahi Puri,Chaat,Talabat,Delivery,2,28,1.4,6.65,19.95
CB-2831,2026-08-18,Barsha,Samosa Chaat,Chaat,Talabat,Delivery,1,15,0.0,3.75,11.25
CB-2832,2026-08-18,Deira,Pav Bhaji,Mains,Talabat,Delivery,2,44,6.6,9.35,28.05
CB-2833,2026-08-19,Karama,Pav Bhaji,Mains,Direct,Dine-in,2,44,2.2,0.0,41.8
CB-2834,2026-08-19,Karama,Masala Chai,Beverages,Direct,Takeaway,4,32,0.0,0.0,32.0
CB-2835,2026-08-19,Karama,Mango Lassi,Beverages,Direct,Dine-in,1,12,0.0,0.0,12.0
CB-2836,2026-08-19,Karama,Mango Lassi,Beverages,Careem,Delivery,6,72,3.6,15.05,53.35
CB-2837,2026-08-19,JVC,Samosa Chaat,Chaat,Direct,Takeaway,2,30,3.0,0.0,27.0
CB-2838,2026-08-19,JVC,Masala Dosa,Mains,Direct,Dine-in,2,40,0.0,0.0,40.0
CB-2839,2026-08-19,Deira,Chole Bhature,Mains,Direct,Takeaway,1,24,0.0,0.0,24.0
CB-2840,2026-08-19,Deira,Gulab Jamun,Desserts,Direct,Takeaway,3,30,0.0,0.0,30.0
CB-2841,2026-08-19,Deira,Chole Bhature,Mains,Talabat,Delivery,1,24,0.0,6.0,18.0
CB-2842,2026-08-20,Karama,Masala Dosa,Mains,Talabat,Delivery,3,60,3.0,14.25,42.75
CB-2843,2026-08-20,Karama,Vada Pav,Snacks,Direct,Takeaway,6,60,6.0,0.0,54.0
CB-2844,2026-08-20,Karama,Pani Puri,Chaat,Noon,Delivery,4,48,0.0,9.6,38.4
CB-2845,2026-08-20,Karama,Pani Puri,Chaat,Noon,Delivery,1,12,1.2,2.16,8.64
CB-2846,2026-08-20,Karama,Samosa Chaat,Chaat,Direct,Dine-in,5,75,11.25,0.0,63.75
CB-2847,2026-08-20,Muweilah,Pani Puri,Chaat,Talabat,Delivery,1,12,0.0,3.0,9.0
CB-2848,2026-08-20,Muweilah,Samosa Chaat,Chaat,Direct,Dine-in,1,15,0.0,0.0,15.0
CB-2849,2026-08-20,JVC,Pav Bhaji,Mains,Direct,Takeaway,3,66,0.0,0.0,66.0
CB-2850,2026-08-20,JVC,Paneer Tikka,Mains,Talabat,Delivery,4,112,11.2,25.2,75.6
CB-2851,2026-08-20,JVC,Gulab Jamun,Desserts,Noon,Delivery,1,10,0.0,2.0,8.0
CB-2852,2026-08-20,Barsha,Paneer Tikka,Mains,Careem,Delivery,6,168,8.4,35.11,124.49
CB-2853,2026-08-20,Barsha,Pav Bhaji,Mains,Talabat,Delivery,6,132,0.0,33.0,99.0
CB-2854,2026-08-21,Karama,Samosa Chaat,Chaat,Noon,Delivery,6,90,0.0,18.0,72.0
CB-2855,2026-08-21,Karama,Dahi Puri,Chaat,Direct,Dine-in,4,56,5.6,0.0,50.4
CB-2856,2026-08-21,Muweilah,Falooda,Desserts,Direct,Takeaway,1,16,0.0,0.0,16.0
CB-2857,2026-08-21,Muweilah,Masala Dosa,Mains,Noon,Delivery,1,20,0.0,4.0,16.0
CB-2858,2026-08-21,Muweilah,Pav Bhaji,Mains,Direct,Takeaway,2,44,0.0,0.0,44.0
CB-2859,2026-08-21,JVC,Masala Chai,Beverages,Noon,Delivery,5,40,0.0,8.0,32.0
CB-2860,2026-08-21,JVC,Pav Bhaji,Mains,Talabat,Delivery,5,110,0.0,27.5,82.5
CB-2861,2026-08-21,JVC,Aloo Tikki Chaat,Chaat,Direct,Takeaway,3,48,0.0,0.0,48.0
CB-2862,2026-08-21,Barsha,Samosa Chaat,Chaat,Noon,Delivery,4,60,3.0,11.4,45.6
CB-2863,2026-08-21,Deira,Pav Bhaji,Mains,Talabat,Delivery,2,44,0.0,11.0,33.0
CB-2864,2026-08-22,Karama,Dahi Puri,Chaat,Careem,Delivery,4,56,0.0,12.32,43.68
CB-2865,2026-08-22,Karama,Sev Puri,Chaat,Talabat,Delivery,1,13,1.3,2.92,8.78
CB-2866,2026-08-22,Karama,Aloo Tikki Chaat,Chaat,Direct,Takeaway,5,80,0.0,0.0,80.0
CB-2867,2026-08-22,Muweilah,Sev Puri,Chaat,Talabat,Delivery,1,13,1.3,2.92,8.78
CB-2868,2026-08-22,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,6,132,0.0,33.0,99.0
CB-2869,2026-08-22,Muweilah,Chole Bhature,Mains,Careem,Delivery,5,120,12.0,23.76,84.24
CB-2870,2026-08-22,JVC,Pani Puri,Chaat,Careem,Delivery,1,12,1.2,2.38,8.42
CB-2871,2026-08-22,JVC,Vada Pav,Snacks,Careem,Delivery,3,30,4.5,5.61,19.89
CB-2872,2026-08-22,JVC,Samosa Chaat,Chaat,Talabat,Delivery,2,30,0.0,7.5,22.5
CB-2873,2026-08-22,JVC,Gulab Jamun,Desserts,Careem,Delivery,6,60,6.0,11.88,42.12
CB-2874,2026-08-22,JVC,Paneer Tikka,Mains,Talabat,Delivery,2,56,0.0,14.0,42.0
CB-2875,2026-08-22,Barsha,Gulab Jamun,Desserts,Direct,Dine-in,3,30,0.0,0.0,30.0
CB-2876,2026-08-22,Barsha,Bhel Puri,Chaat,Noon,Delivery,3,36,0.0,7.2,28.8
CB-2877,2026-08-22,Barsha,Samosa Chaat,Chaat,Noon,Delivery,6,90,0.0,18.0,72.0
CB-2878,2026-08-22,Deira,Aloo Tikki Chaat,Chaat,Careem,Delivery,6,96,0.0,21.12,74.88
CB-2879,2026-08-22,Deira,Masala Chai,Beverages,Direct,Takeaway,3,24,0.0,0.0,24.0
CB-2880,2026-08-22,Deira,Pav Bhaji,Mains,Direct,Dine-in,3,66,0.0,0.0,66.0
CB-2881,2026-08-22,Deira,Dahi Puri,Chaat,Noon,Delivery,3,42,2.1,7.98,31.92
CB-2882,2026-08-23,Karama,Sev Puri,Chaat,Talabat,Delivery,4,52,0.0,13.0,39.0
CB-2883,2026-08-23,Karama,Bhel Puri,Chaat,Direct,Takeaway,3,36,0.0,0.0,36.0
CB-2884,2026-08-23,Karama,Mango Lassi,Beverages,Direct,Dine-in,3,36,1.8,0.0,34.2
CB-2885,2026-08-23,Karama,Paneer Tikka,Mains,Direct,Takeaway,4,112,0.0,0.0,112.0
CB-2886,2026-08-23,Muweilah,Pani Puri,Chaat,Careem,Delivery,4,48,0.0,10.56,37.44
CB-2887,2026-08-23,Muweilah,Samosa Chaat,Chaat,Direct,Dine-in,1,15,0.0,0.0,15.0
CB-2888,2026-08-23,Muweilah,Gulab Jamun,Desserts,Talabat,Delivery,5,50,0.0,12.5,37.5
CB-2889,2026-08-23,JVC,Sev Puri,Chaat,Noon,Delivery,3,39,0.0,7.8,31.2
CB-2890,2026-08-23,JVC,Pani Puri,Chaat,Noon,Delivery,3,36,0.0,7.2,28.8
CB-2891,2026-08-23,Barsha,Gulab Jamun,Desserts,Noon,Delivery,5,50,0.0,10.0,40.0
CB-2892,2026-08-23,Barsha,Masala Chai,Beverages,Talabat,Delivery,1,8,0.0,2.0,6.0
CB-2893,2026-08-23,Barsha,Pani Puri,Chaat,Noon,Delivery,1,12,0.0,2.4,9.6
CB-2894,2026-08-23,Deira,Samosa Chaat,Chaat,Direct,Dine-in,5,75,7.5,0.0,67.5
CB-2895,2026-08-24,Karama,Pani Puri,Chaat,Careem,Delivery,5,60,3.0,12.54,44.46
CB-2896,2026-08-24,Karama,Gulab Jamun,Desserts,Direct,Takeaway,5,50,0.0,0.0,50.0
CB-2897,2026-08-24,Muweilah,Masala Chai,Beverages,Careem,Delivery,5,40,0.0,8.8,31.2
CB-2898,2026-08-24,Muweilah,Gulab Jamun,Desserts,Talabat,Delivery,6,60,0.0,15.0,45.0
CB-2899,2026-08-24,Muweilah,Vada Pav,Snacks,Talabat,Delivery,3,30,0.0,7.5,22.5
CB-2900,2026-08-24,Muweilah,Gulab Jamun,Desserts,Direct,Takeaway,3,30,0.0,0.0,30.0
CB-2901,2026-08-24,JVC,Gulab Jamun,Desserts,Talabat,Delivery,1,10,0.0,2.5,7.5
CB-2902,2026-08-24,JVC,Pav Bhaji,Mains,Noon,Delivery,6,132,0.0,26.4,105.6
CB-2903,2026-08-24,Barsha,Vada Pav,Snacks,Careem,Delivery,4,40,0.0,8.8,31.2
CB-2904,2026-08-24,Deira,Mango Lassi,Beverages,Direct,Dine-in,4,48,0.0,0.0,48.0
CB-2905,2026-08-24,Deira,Bhel Puri,Chaat,Careem,Delivery,2,24,0.0,5.28,18.72
CB-2906,2026-08-24,Deira,Bhel Puri,Chaat,Careem,Delivery,5,60,0.0,13.2,46.8
CB-2907,2026-08-25,Karama,Dahi Puri,Chaat,Talabat,Delivery,4,56,0.0,14.0,42.0
CB-2908,2026-08-25,Karama,Pani Puri,Chaat,Careem,Delivery,3,36,5.4,6.73,23.87
CB-2909,2026-08-25,Muweilah,Mango Lassi,Beverages,Careem,Delivery,2,24,1.2,5.02,17.78
CB-2910,2026-08-25,Muweilah,Samosa Chaat,Chaat,Talabat,Delivery,4,60,6.0,13.5,40.5
CB-2911,2026-08-25,JVC,Samosa Chaat,Chaat,Careem,Delivery,3,45,0.0,9.9,35.1
CB-2912,2026-08-25,Barsha,Vada Pav,Snacks,Careem,Delivery,4,40,0.0,8.8,31.2
CB-2913,2026-08-25,Barsha,Bhel Puri,Chaat,Direct,Dine-in,5,60,0.0,0.0,60.0
CB-2914,2026-08-26,Karama,Samosa Chaat,Chaat,Talabat,Delivery,2,30,0.0,7.5,22.5
CB-2915,2026-08-26,Karama,Gulab Jamun,Desserts,Direct,Dine-in,6,60,3.0,0.0,57.0
CB-2916,2026-08-26,Muweilah,Mango Lassi,Beverages,Careem,Delivery,5,60,0.0,13.2,46.8
CB-2917,2026-08-26,Muweilah,Masala Chai,Beverages,Talabat,Delivery,5,40,4.0,9.0,27.0
CB-2918,2026-08-26,Muweilah,Paneer Tikka,Mains,Careem,Delivery,3,84,0.0,18.48,65.52
CB-2919,2026-08-26,JVC,Samosa Chaat,Chaat,Talabat,Delivery,3,45,0.0,11.25,33.75
CB-2920,2026-08-26,JVC,Vada Pav,Snacks,Talabat,Delivery,3,30,0.0,7.5,22.5
CB-2921,2026-08-26,JVC,Bhel Puri,Chaat,Noon,Delivery,2,24,0.0,4.8,19.2
CB-2922,2026-08-26,JVC,Chole Bhature,Mains,Direct,Dine-in,1,24,0.0,0.0,24.0
CB-2923,2026-08-26,Barsha,Chole Bhature,Mains,Talabat,Delivery,5,120,0.0,30.0,90.0
CB-2924,2026-08-26,Barsha,Aloo Tikki Chaat,Chaat,Talabat,Delivery,2,32,1.6,7.6,22.8
CB-2925,2026-08-26,Deira,Sev Puri,Chaat,Noon,Delivery,3,39,0.0,7.8,31.2
CB-2926,2026-08-27,Karama,Paneer Tikka,Mains,Talabat,Delivery,6,168,0.0,42.0,126.0
CB-2927,2026-08-27,Karama,Masala Chai,Beverages,Talabat,Delivery,3,24,0.0,6.0,18.0
CB-2928,2026-08-27,Karama,Vada Pav,Snacks,Talabat,Delivery,2,20,0.0,5.0,15.0
CB-2929,2026-08-27,Karama,Samosa Chaat,Chaat,Direct,Dine-in,6,90,0.0,0.0,90.0
CB-2930,2026-08-27,Muweilah,Gulab Jamun,Desserts,Careem,Delivery,3,30,4.5,5.61,19.89
CB-2931,2026-08-27,Muweilah,Pav Bhaji,Mains,Careem,Delivery,1,22,3.3,4.11,14.59
CB-2932,2026-08-27,Muweilah,Vada Pav,Snacks,Careem,Delivery,5,50,0.0,11.0,39.0
CB-2933,2026-08-27,JVC,Paneer Tikka,Mains,Noon,Delivery,2,56,0.0,11.2,44.8
CB-2934,2026-08-27,Deira,Vada Pav,Snacks,Talabat,Delivery,3,30,0.0,7.5,22.5
CB-2935,2026-08-28,Karama,Pav Bhaji,Mains,Direct,Takeaway,1,22,0.0,0.0,22.0
CB-2936,2026-08-28,Karama,Sev Puri,Chaat,Direct,Takeaway,2,26,0.0,0.0,26.0
CB-2937,2026-08-28,Karama,Mango Lassi,Beverages,Careem,Delivery,2,24,1.2,5.02,17.78
CB-2938,2026-08-28,Karama,Dahi Puri,Chaat,Careem,Delivery,3,42,0.0,9.24,32.76
CB-2939,2026-08-28,Karama,Masala Chai,Beverages,Direct,Takeaway,1,8,0.0,0.0,8.0
CB-2940,2026-08-28,Karama,Masala Dosa,Mains,Careem,Delivery,4,80,0.0,17.6,62.4
CB-2941,2026-08-28,Karama,Pav Bhaji,Mains,Direct,Takeaway,3,66,0.0,0.0,66.0
CB-2942,2026-08-28,Karama,Bhel Puri,Chaat,Talabat,Delivery,5,60,0.0,15.0,45.0
CB-2943,2026-08-28,Karama,Masala Chai,Beverages,Noon,Delivery,4,32,0.0,6.4,25.6
CB-2944,2026-08-28,Muweilah,Masala Chai,Beverages,Careem,Delivery,5,40,0.0,8.8,31.2
CB-2945,2026-08-28,Muweilah,Paneer Tikka,Mains,Talabat,Delivery,6,168,8.4,39.9,119.7
CB-2946,2026-08-28,Muweilah,Mango Lassi,Beverages,Talabat,Delivery,6,72,0.0,18.0,54.0
CB-2947,2026-08-28,Muweilah,Samosa Chaat,Chaat,Talabat,Delivery,1,15,1.5,3.38,10.12
CB-2948,2026-08-28,JVC,Sev Puri,Chaat,Talabat,Delivery,4,52,0.0,13.0,39.0
CB-2949,2026-08-28,JVC,Masala Chai,Beverages,Talabat,Delivery,1,8,0.0,2.0,6.0
CB-2950,2026-08-28,Barsha,Gulab Jamun,Desserts,Talabat,Delivery,4,40,0.0,10.0,30.0
CB-2951,2026-08-28,Barsha,Bhel Puri,Chaat,Talabat,Delivery,3,36,0.0,9.0,27.0
CB-2952,2026-08-28,Deira,Bhel Puri,Chaat,Careem,Delivery,2,24,0.0,5.28,18.72
CB-2953,2026-08-28,Deira,Bhel Puri,Chaat,Noon,Delivery,3,36,0.0,7.2,28.8
CB-2954,2026-08-28,Deira,Pav Bhaji,Mains,Direct,Takeaway,2,44,0.0,0.0,44.0
CB-2955,2026-08-28,Deira,Aloo Tikki Chaat,Chaat,Direct,Dine-in,6,96,0.0,0.0,96.0
CB-2956,2026-08-29,Karama,Vada Pav,Snacks,Direct,Takeaway,4,40,0.0,0.0,40.0
CB-2957,2026-08-29,Karama,Vada Pav,Snacks,Talabat,Delivery,4,40,0.0,10.0,30.0
CB-2958,2026-08-29,Karama,Dahi Puri,Chaat,Careem,Delivery,2,28,0.0,6.16,21.84
CB-2959,2026-08-29,Karama,Masala Chai,Beverages,Direct,Dine-in,5,40,0.0,0.0,40.0
CB-2960,2026-08-29,Karama,Mango Lassi,Beverages,Talabat,Delivery,1,12,0.0,3.0,9.0
CB-2961,2026-08-29,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,5,110,0.0,27.5,82.5
CB-2962,2026-08-29,Muweilah,Sev Puri,Chaat,Direct,Takeaway,1,13,0.65,0.0,12.35
CB-2963,2026-08-29,Muweilah,Falooda,Desserts,Noon,Delivery,1,16,0.0,3.2,12.8
CB-2964,2026-08-29,JVC,Pav Bhaji,Mains,Direct,Takeaway,3,66,0.0,0.0,66.0
CB-2965,2026-08-29,Barsha,Masala Dosa,Mains,Noon,Delivery,2,40,2.0,7.6,30.4
CB-2966,2026-08-29,Barsha,Masala Dosa,Mains,Talabat,Delivery,4,80,0.0,20.0,60.0
CB-2967,2026-08-29,Deira,Masala Dosa,Mains,Talabat,Delivery,1,20,3.0,4.25,12.75
CB-2968,2026-08-29,Deira,Masala Chai,Beverages,Direct,Takeaway,1,8,0.4,0.0,7.6
CB-2969,2026-08-29,Deira,Paneer Tikka,Mains,Direct,Dine-in,4,112,5.6,0.0,106.4
CB-2970,2026-08-30,Karama,Mango Lassi,Beverages,Talabat,Delivery,4,48,0.0,12.0,36.0
CB-2971,2026-08-30,Karama,Samosa Chaat,Chaat,Direct,Dine-in,2,30,0.0,0.0,30.0
CB-2972,2026-08-30,Muweilah,Aloo Tikki Chaat,Chaat,Talabat,Delivery,3,48,0.0,12.0,36.0
CB-2973,2026-08-30,Barsha,Mango Lassi,Beverages,Talabat,Delivery,6,72,0.0,18.0,54.0
CB-2974,2026-08-30,Barsha,Dahi Puri,Chaat,Careem,Delivery,4,56,2.8,11.7,41.5
CB-2975,2026-08-30,Deira,Sev Puri,Chaat,Talabat,Delivery,2,26,0.0,6.5,19.5
CB-2976,2026-08-30,Deira,Falooda,Desserts,Talabat,Delivery,2,32,0.0,8.0,24.0
CB-2977,2026-08-30,Deira,Mango Lassi,Beverages,Talabat,Delivery,2,24,0.0,6.0,18.0
CB-2978,2026-08-31,Karama,Aloo Tikki Chaat,Chaat,Careem,Delivery,5,80,0.0,17.6,62.4
CB-2979,2026-08-31,Karama,Paneer Tikka,Mains,Talabat,Delivery,2,56,0.0,14.0,42.0
CB-2980,2026-08-31,JVC,Chole Bhature,Mains,Talabat,Delivery,5,120,0.0,30.0,90.0
CB-2981,2026-08-31,JVC,Dahi Puri,Chaat,Noon,Delivery,1,14,0.0,2.8,11.2
CB-2982,2026-08-31,JVC,Masala Dosa,Mains,Careem,Delivery,2,40,0.0,8.8,31.2
CB-2983,2026-08-31,JVC,Mango Lassi,Beverages,Direct,Takeaway,4,48,0.0,0.0,48.0
CB-2984,2026-08-31,Barsha,Masala Dosa,Mains,Talabat,Delivery,4,80,0.0,20.0,60.0
CB-2985,2026-08-31,Barsha,Pani Puri,Chaat,Direct,Dine-in,1,12,0.0,0.0,12.0
CB-2986,2026-08-31,Deira,Masala Chai,Beverages,Direct,Dine-in,4,32,0.0,0.0,32.0
CB-2987,2026-08-31,Deira,Vada Pav,Snacks,Careem,Delivery,1,10,0.0,2.2,7.8
